PrintISSN,EISSN,Title,Active or Inactive,Titles discontinued by Scopus due to quality issues,Source Type,Title history indication,Related title 1,Other related title 2,Other related title 3,Other related title 4,Publisher
18775756,18775764,Sexual and Reproductive Healthcare,Active,,Journal,,,,,,Elsevier B.V.
16615425,16615433,Sexual Development,Active,,Journal,,,,,,S. Karger AG
14485028,14498987,Sexual Health,Active,,Journal,,,,,,CSIRO
,26929996,Sexual Health and Compulsivity,Active,,Journal,Formerly known as,Sexual Addiction and Compulsivity,,,,Routledge
20501161,20501161,Sexual Medicine,Active,,Journal,,,,,,Elsevier B.V.
20500513,20500521,Sexual Medicine Reviews,Active,,Journal,,,,,,Oxford University Press
13634607,14617382,Sexualities,Active,,Journal,,,,,,SAGE Publications Ltd
10955143,,Sexuality and Culture,Active,,Journal,,,,,,Springer New York
1461044,15736717,Sexuality and Disability,Active,,Journal,,,,,,Kluwer Academic/Human Sciences Press Inc.
18689884,15536610,Sexuality Research and Social Policy,Active,,Journal,,,,,,Springer New York
,26395355,"Sexuality, Gender and Policy",Active,,Journal,,,,,,John Wiley and Sons Inc.
1485717,15374521,Sexually Transmitted Diseases,Active,,Journal,Formerly known as,Journal of the American Venereal Disease Association,,,,Lippincott Williams and Wilkins Ltd.
13684973,14723263,Sexually Transmitted Infections,Active,,Journal,Formerly known as,Genitourinary Medicine,,,,BMJ Publishing Group
15339211,,Seybold Report,Active,,Trade Journal,Formerly known as,Seybold Report on Publishing Systems,,,,The Joss Group
,20366558,Sguardo,Active,,Journal,,,,,,InSchibboleth Edizioni
24129410,27821765,Shagi/ Steps,Active,,Journal,,,,,,Russian Presidental Academy of National Economy and Public Administration
17450918,17450926,Shakespeare,Active,,Journal,,,,,,Taylor and Francis Ltd.
7482558,19311427,Shakespeare Bulletin,Active,,Journal,,,,,,Johns Hopkins University Press
5829399,,Shakespeare Studies,Active,,Journal,,,,,,Associated University Presses
12167827,,Shaman,Active,,Journal,,,,,,Molnar & Kelemen Oriental Publishers
,25213768,Shanghai Chest,Active,,Journal,,,,,,AME Publishing Company
10062467,,Shanghai Jiaotong Daxue Xuebao/Journal of Shanghai Jiaotong University,Active,,Journal,,,,,,Shanghai Jiaotong University
10067248,,Shanghai kou qiang yi xue = Shanghai journal of stomatology,Active,,Journal,,,,,,"Shanghai di 2 Yi Ke Da Xue, Shanghai Yi Xue Hui Kou Qiang Xue Hui"
10076735,,Shanghai Ligong Daxue Xuebao/Journal of University of Shanghai for Science and Technology,Active,,Journal,,,,,,University of Shanghai for Science and Technology
2199384X,21993858,Shape Memory and Superelasticity,Active,,Journal,,,,,,Springer US
7415842,15291480,SHAW,Active,,Journal,,,,,,Penn State University Press
24058726,24058718,She Ji,Active,,Journal,,,,,,Tongji University Press
23568704,25369954,Shedet,Active,,Journal,,,,,,"Fayoum University, Faculty of Archaeology"
25179624,,Shejzat,Active,,Journal,,,,,,Centre for Albanian Studies Shejzat - Pleiades
10000933,,Shengtai Xuebao,Active,,Journal,,,,,,Science China Press
10003061,18722075,Shengwu Gongcheng Xuebao/Chinese Journal of Biotechnology,Active,,Journal,,,,,,Chinese Academy of Sciences
10015515,,Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering,Active,,Journal,,,,,,Sichuan Society for Biomedical Engineering
3710025,,Shengxue Xuebao/Acta Acustica,Active,,Journal,,,,,,Science China Press
10001646,,Shenyang Gongye Daxue Xuebao/Journal of Shenyang University of Technology,Active,,Journal,,,,,,Shenyang University of Technology
16712021,,Shenyang Jianzhu Daxue Xuebao (Ziran Kexue Ban)/Journal of Shenyang Jianzhu University (Natural Science),Active,,Journal,,,,,,Editorial Department of Journal of Shenyang Jianzhu University
10002618,,Shenzhen Daxue Xuebao (Ligong Ban)/Journal of Shenzhen University Science and Engineering,Active,,Journal,,,,,,Editorial Office of Journal of Shenzhen University
16080599,16825268,Shidnij Svit,Active,,Journal,,,,,,A. Yu. Krymskyi Institute of Oriental Studies of the National Academy of Sciences of Ukraine
3005267,,SHILAP Revista de lepidopterologia,Active,,Journal,,,,,,Sociedad Hispano-Luso-Americana Lepidopterologia-Shilap
18346049,18346057,Shima,Active,,Journal,,,,,,Shima Publications (Australia)
215236,,Shinrigaku Kenkyu,Active,,Journal,,,,,,Japanese Psychological Association
10004882,,Ship Building of China,Active,,Journal,,,,,,Editorial office of Ship Building of China
9377255,,Ship Technology Research,Active,,Journal,Formerly known as,Schiffstechnik,,,,Taylor and Francis Ltd.
10026630,,Shipin Kexue/Food Science,Active,,Journal,,,,,,Chinese Chamber of Commerce
17445302,1754212X,Ships and Offshore Structures,Active,,Journal,,,,,,Taylor and Francis Ltd.
17351391,,Shiraz E Medical Journal,Active,,Journal,,,,,,Kowsar Publishing Company
16729897,,Shiyan Liuti Lixue/Journal of Experiments in Fluid Mechanics,Active,,Journal,Formerly known as,Liuti Lixue Shiyan yu Celiang/Experiments and Measurements in Fluid Mechanics,,,,Zhongguo Kongqi Dongli Yanjiu yu Fazhan Zhongxin
10007210,,Shiyou Diqiu Wuli Kantan/Oil Geophysical Prospecting,Active,,Journal,,,,,,Science China Press
1006396X,,Shiyou Huagong Gaodeng Xuexiao Xuebao/Journal of Petrochemical Universities,Active,,Journal,,,,,,Fushun Petroleum Institute
10000747,,Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development,Active,,Journal,,,,,,Science China Press
10018719,,"Shiyou Xuebao, Shiyou Jiagong/Acta Petrolei Sinica (Petroleum Processing Section)",Active,,Journal,,,,,,Editorial Office of Acta Petrolei Sinica
2532697,,Shiyou Xuebao/Acta Petrolei Sinica,Active,,Journal,,,,,,Science China Press
10732322,15400514,Shock,Active,,Journal,,,,,,Lippincott Williams and Wilkins Ltd.
10709622,18759203,Shock and Vibration,Active,,Journal,,,,,,Hindawi Limited
9381287,14322153,Shock Waves,Active,,Journal,,,,,,Springer Science and Business Media Deutschland GmbH
1682671X,24158712,Shodoznavstvo,Active,,Journal,,,,,,A. Yu. Krymskyi Institute of Oriental Studies of the National Academy of Sciences of Ukraine
8828539,15345165,Shofar,Active,,Journal,,,,,,Purdue University Press
156426,18821006,Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan,Active,,Journal,,,,,,Food Hygienic Society of Japan
20430701,2043071X,Short Fiction in Theory and Practice,Active,,Journal,,,,,,Intellect Ltd.
20427824,20427832,Short Film Studies,Active,,Journal,,,,,,Intellect Ltd.
17585732,17585740,Shoulder and Elbow,Active,,Journal,,,,,,SAGE Publications Inc.
10004874,,Shuidonglixue Yanjiu yu Jinzhan/Chinese Journal of Hydrodynamics Ser. A,Active,,Journal,,,,,,Publishing House for Journal of Hydrodynamics
10016791,,Shuikexue Jinzhan/Advances in Water Science,Active,,Journal,,,,,,China Water Power Press
10031243,,Shuili Fadian Xuebao/Journal of Hydroelectric Engineering,Active,,Journal,,,,,,Tsinghua University Press
5599350,,Shuili Xuebao/Journal of Hydraulic Engineering,Active,,Journal,,,,,,China Water Power Press
10049037,,Shuju Caiji Yu Chuli/Journal of Data Acquisition and Processing,Active,,Journal,,,,,,Nanjing University of Aeronautics an Astronautics
7182910,7190948,Si Somos Americanos,Active,,Journal,,,,,,Arturo Prat University
,24706566,SIAM Journal on Applied Algebra and Geometry,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
15360040,,SIAM Journal on Applied Dynamical Systems,Active,,Journal,,,,,,Society of Industrial and Applied Mathematics
361399,1095712X,SIAM Journal on Applied Mathematics,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
975397,10957111,SIAM Journal on Computing,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
3630129,10957138,SIAM Journal on Control and Optimization,Active,,Journal,Formerly known as,SIAM J Control,,,,Society for Industrial and Applied Mathematics Publications
8954801,10957146,SIAM Journal on Discrete Mathematics,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
1945497X,,SIAM Journal on Financial Mathematics,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
19364954,,SIAM Journal on Imaging Sciences,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
361410,10957154,SIAM Journal on Mathematical Analysis,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
8954798,10957162,SIAM Journal on Matrix Analysis and Applications,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
361429,10957170,SIAM Journal on Numerical Analysis,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
10526234,10957189,SIAM Journal on Optimization,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
10648275,10957197,SIAM Journal on Scientific Computing,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
361445,10957200,SIAM Review,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
,21662525,SIAM-ASA Journal on Uncertainty Quantification,Active,,Journal,,,,,,Society for Industrial and Applied Mathematics Publications
10551344,19348126,Siberian Advances in Mathematics,Active,,Journal,,,,,,Pleiades Publishing
18133304,18133304,Siberian Electronic Mathematical Reports,Active,,Journal,,,,,,Sobolev Institute of Mathematics
2312461X,23124628,Siberian Historical Research,Active,,Journal,,,,,,Tomsk State University
27132927,2713265X,Siberian Journal of Clinical and Experimental Medicine,Active,,Journal,,,,,,Tomsk State University
26586649,26586657,Siberian Journal of Life Sciences and Agriculture,Active,,Journal,,,,,,Science and Innovation Center Publishing House
18144861,23123168,Siberian Journal of Oncology,Active,,Journal,,,,,,Tomsk National Research Medical Center of the Russian Academy of Sciences
374466,15739260,Siberian Mathematical Journal,Active,,Journal,,,,,,Pleiades Publishing
18199496,25000136,Siberian Medical Review,Active,,Journal,,,,,,Krasnoyarsk State Medical University
13617362,14766787,Sibirica,Active,,Journal,,,,,,Berghahn Journals
18137083,,Sibirskii Filologicheskii Zhurnal,Active,,Journal,,,,,,"Siberian Branch of the Russian Academy of Sciences, Institute of Philology"
24102512,24102520,Sibirskij Nauchnyj Medicinskij Zhurnal,Active,,Journal,,,,,,Institute of Cytology and Genetics of Siberian Branch of the Russian Academy of Sciences
17267080,24110809,Sibirskiy Psikhologicheskiy Zhurnal,Active,,Journal,,,,,,Tomsk State University
,18477755,Sic,Active,,Journal,,,,,,University of Zadar
,18849970,"SICE Journal of Control, Measurement, and System Integration",Active,,Journal,,,,,,Taylor and Francis Ltd.
17249112,18254780,Sicilia Antiqva,Active,,Journal,,,,,,Fabrizio Serra Editore Srl
,24268887,SICOT-J,Active,,Journal,,,,,,EDP Sciences
3786080,,Side Effects of Drugs Annual,Active,,Book Series,,,,,,Elsevier B.V.
26629879,26629887,SIDREA Series in Accounting and Business Administration,Active,,Book Series,,,,,,Springer Nature
2101696,,Siglo Cero,Active,,Journal,,,,,,University of Salamanca
,21727457,"Siglo XXI, Literatura y Cultura Espanolas",Active,,Journal,,,,,,Universidad de Valladolid
13047191,13047205,Sigma Journal of Engineering and Natural Sciences,Active,,Journal,,,,,,Yildiz Technical University
1635808,,SIGMOD Record,Active,,Journal,,,,,,Association for Computing Machinery (ACM)
13879316,,Sign Language and Linguistics (Online),Active,,Journal,,,,,,John Benjamins Publishing Company
3021475,15336263,Sign Language Studies,Active,,Journal,,,,,,Gallaudet University Press
14064243,17367409,Sign Systems Studies,Active,,Journal,,,,,,Tartu University Press
11333634,22549307,Signa,Active,,Journal,,,,,,Universidad Nacional de Educacion a Distancia (UNED)
13345605,1845206X,Signa Vitae,Active,,Journal,,,,,,Pharmamed Mado Ltd
1651684,,Signal Processing,Active,,Journal,,,,,,Elsevier B.V.
9235965,,Signal Processing: Image Communication,Active,,Journal,,,,,,Elsevier B.V.
20959907,20593635,Signal Transduction and Targeted Therapy,Active,,Journal,,,,,,Springer Nature
18631703,18631711,"Signal, Image and Video Processing",Active,,Journal,,,,,,Springer London
18604862,18604870,Signals and Communication Technology,Active,,Book Series,,,,,,Springer International Publishing AG
20329806,25657097,Signata,Active,,Journal,,,,,,"Universite de Liege, Centre de Semiotique et Rhetorique"
17409705,17409713,Significance,Active,,Journal,,,,,,Oxford University Press
1204823,20272731,Signo y Pensamiento,Active,,Journal,,,,,,Pontificia Universidad Javeriana
16651324,,Signos Filosoficos,Active,,Journal,,,,,,Universidad Autonoma Metropolitana-Iztapalapa
16654420,,Signos Historicos,Active,,Journal,,,,,,Universidad Autonoma Metropolitana-Iztapalapa
979740,15456943,Signs,Active,,Journal,,,,,,University of Chicago
23264489,23264497,Signs and Society,Active,,Journal,,,,,,University of Chicago Press
3506886,,Sigurnost,Active,,Journal,,,,,,Institute of Safety Research and Development
17448727,17448735,"Sikh Formations: Religion, Culture, Theory",Active,,Journal,,,,,,Taylor and Francis Ltd.
1876990X,18769918,Silicon,Active,,Journal,,,,,,Springer Netherlands
20507798,20507801,Silicon Semiconductor,Active,,Journal,Formerly known as,EuroAsia Semiconductor,,,,Angel Business Communications Ltd.
375330,22424075,Silva Fennica,Active,,Journal,,,,,,Finnish Society of Forest Science
12117420,,Silva Gabreta,Active,,Journal,,,,,,Sprava Narodniho parku sumava
375349,,Silvae Genetica,Active,,Journal,,,,,,J.D. Sauerlander Verlag
375411,,Simiolus,Active,,Journal,,,,,,Stichting voor Nederlandse Kunsthistorische Publicaties
375497,17413133,Simulation,Active,,Journal,,,,,,SAGE Publications Ltd
10468781,1552826X,Simulation and Gaming,Active,,Journal,,,,,,SAGE Publications Inc.
15592332,1559713X,Simulation in Healthcare,Active,,Journal,,,,,,Lippincott Williams and Wilkins Ltd.
1569190X,,Simulation Modelling Practice and Theory,Active,,Journal,Formerly known as,Simulation Practice and Theory,,,,Elsevier B.V.
1645281X,,Sinapse,Active,,Journal,,,,,,Sociedade Portuguesa de Neurologia
14102331,24601217,Sinergi (Indonesia),Active,,Journal,,,,,,Mercu Buana University
3935108,,Sinergie,Active,,Journal,,,,,,Fondazione Cueim
2182009,,Singapore Academy of Law Journal,Active,,Journal,,,,,,Academy Publishing
2175908,17936837,Singapore Economic Review,Active,,Journal,Formerly known as,Malayan Economic Review,,,,World Scientific Publishing Co. Pte Ltd
2182173,,Singapore Journal of Legal Studies,Active,,Journal,,,,,,"National University of Singapore, Faculty of Law"
1297619,14679493,Singapore Journal of Tropical Geography,Active,,Journal,Formerly part of,Journal of Tropical Geography,,,,Wiley-Blackwell Publishing Ltd
375675,,Singapore Medical Journal,Active,,Journal,,,,,,Lippincott Williams and Wilkins Ltd.
1699563,,Sinica Leidensia,Active,,Book Series,,,,,,Brill Academic Publishers
375756,,Sinn und Form,Active,,Journal,,,,,,Aufbau-Verlag GmbH
19902670,,Sino-Christian Studies,Active,,Journal,,,,,,Chung Yuan Christian University
2629995X,22288082,Siriraj Medical Journal,Active,,Journal,Formerly known as,Siriraj Hospital gazette,,,,Siraraj Hospital Faculty Of Medicine
,21853762,SiSal Journal,Active,,Journal,,,,,,Kanda University of International Studies
2100223,,Sistema,Active,,Journal,,,,,,Fundacion Sistema
11209550,19738226,Sistemi Intelligenti,Active,,Journal,,,,,,Il Mulino publishing house
22887822,22881204,Situations,Active,,Journal,,,,,,Yonsei Institute for English Studies
16524772,20019866,Sjuttonhundratal,Active,,Journal,,,,,,Swedish Society for Eighteenth-Century Studies
,1336782X,SKASE Journal of Theoretical Linguistics,Active,,Journal,,,,,,The Slovak Association for the Study of English
13367811,,SKASE Journal of Translation and Interpretation,Active,,Journal,,,,,,The Slovak Association for the Study of English
