PrintISSN,EISSN,Title,Title History Indication,Related Title,Publisher Imprint,Publisher
9866124,,Recherches Linguistiques de Vincennes,,,Presses universitaires de Vincennes,Presses universitaires de Vincennes
25247166,25247174,Recovering Political Philosophy,,,Springer Nature Switzerland AG,Springer Nature
2511834X,25118358,Reference Series in Phytochemistry,,,Springer Science and Business Media B.V.,Springer Nature
13876031,,Refugees and Human Rights,,,Brill,Brill
9254757,,Reinardus,,,John Benjamins Publishing Company,John Benjamins Publishing Company
10252339,18136885,Relation,,,Verlag der Osterreichischen Akademie der Wissenschaften,Verlag der Osterreichischen Akademie der Wissenschaften
18776264,,Religion in Chinese Societies,,,Brill Academic Publishers,Brill
15421279,,Religion in the Americas Series,,,Brill Academic Publishers,Brill
26276011,2627602X,"Religion, Spirituality and Health: A Social Scientific Approach",,,Springer Nature,Springer Nature
9277633,,Religions in the Graeco-Roman World,,,Brill Academic Publishers,Brill
15673200,22151842,Remote Sensing and Digital Image Processing,,,Springer International Publishing AG,Springer Nature
22123091,22123105,Renaissance Society of America,,,Brill Academic Publishers,Brill
14617668,,Report of the Southampton Oceanography Centre,,,"National Oceanography Centre, Southampton","National Oceanography Centre, Southampton"
4537831,,Reports from the Kevo Subarctic Research Station,,,University of Turku,University of Turku
27309304,27309312,Reproducing Shakespeare,,,Springer Nature Switzerland AG,Springer Nature
18612253,,Research and Perspectives in Endocrine Interactions,,,Springer Verlag,Springer Nature
9456082,,Research and Perspectives in Neurosciences,,,Springer Verlag,Springer Nature
22129529,22129537,Research Ethics Forum,,,Springer Science and Business Media B.V.,Springer Nature
21987300,21987319,Research for Development,,,Springer International Publishing AG,Springer Nature
14793563,,Research in Accounting in Emerging Economies,,,Emerald Group Publishing Ltd.,Emerald Publishing
18736033,,Research in Architectural Engineering Series,,,IOS Press,IOS Press
20429940,,Research in Biopolitics,,,Emerald Group Publishing Ltd.,Emerald Publishing
17442117,,Research in Competence-Based Management,,,Emerald Group Publishing Ltd.,Emerald Publishing
8852111,,Research in Consumer Behavior,,,Emerald Group Publishing Ltd.,Emerald Publishing
15697258,18798233,Research in Design Series,,,IOS Press,IOS Press
1901281,,Research in Economic Anthropology,,,Emerald Group Publishing Ltd.,Emerald Publishing
3633268,,Research in Economic History,,,Emerald Group Publishing Ltd.,Emerald Publishing
15292096,,Research in Ethical Issues in Organizations,,,Emerald Group Publishing Ltd.,Emerald Publishing
1932306,,Research in Experimental Economics,,,Emerald Group Publishing Ltd.,Emerald Publishing
1963821,,Research in Finance,,,Emerald Group Publishing Ltd.,Emerald Publishing
10644857,,Research in Global Strategic Management,,,Emerald Group Publishing Ltd.,Emerald Publishing
1943960,,Research in Human Capital and Development,,,Emerald Group Publishing Ltd.,Emerald Publishing
1479121,,Research in Labor Economics,,,Emerald Group Publishing Ltd.,Emerald Publishing
1935895,,Research in Law and Economics,,,Emerald Group Publishing Ltd.,Emerald Publishing
15373932,26890895,Research in Management Education and Development,,,Information Age Publishing Inc.,Information Age Publishing Inc.
10945334,,Research in Middle East Economics,,,Emerald Group Publishing Ltd.,Emerald Publishing
14759144,,Research in Multi-Level Issues,,,Emerald Group Publishing Ltd.,Emerald Publishing
14793555,,Research in Occupational Stress and Well Being,,,Emerald Group Publishing Ltd.,Emerald Publishing
1913085,,Research in Organizational Behavior,,,Elsevier Ltd.,Elsevier
8973016,,Research in Organizational Change and Development,,,Emerald Group Publishing Ltd.,Emerald Publishing
7427301,,Research in Personnel and Human Resources Management,,,Emerald Group Publishing Ltd.,Emerald Publishing
1617230,,Research in Political Economy,,,Emerald Group Publishing Ltd.,Emerald Publishing
8959935,,Research in Political Sociology,,,Emerald Group Publishing Ltd.,Emerald Publishing
7321317,,Research in Public Policy Analysis and Management,,,Emerald Group Publishing Ltd.,Emerald Publishing
1957449,,Research in Race and Ethnic Relations,,,Emerald Group Publishing Ltd.,Emerald Publishing
10571922,,Research in Rural Sociology and Development,,,Emerald Group Publishing Ltd.,Emerald Publishing
0163786X,,"Research in Social Movements, Conflicts and Change",,,Emerald Group Publishing Ltd.,Emerald Publishing
2765624,,Research in Social Stratification and Mobility,,,Elsevier Ltd.,Elsevier
7434154,,Research in the History of Economic Thought and Methodology,,,Emerald Group Publishing Ltd.,Emerald Publishing
10468064,,Research in the Social Scientific Study of Religion,,,Brill Academic Publishers,Brill
14793539,,Research in the Sociology of Education,,,Emerald Group Publishing Ltd.,Emerald Publishing
2754959,,Research in the Sociology of Health Care,,,Emerald Group Publishing Ltd.,Emerald Publishing
0733558X,,Research in the Sociology of Organizations,,,Emerald Group Publishing Ltd.,Emerald Publishing
14762854,,Research in the Sociology of Sport,,,Emerald Group Publishing Ltd.,Emerald Publishing
2772833,,Research in the Sociology of Work,,,Emerald Group Publishing Ltd.,Emerald Publishing
14793520,,Research in Urban Policy,,,Emerald Group Publishing Ltd.,Emerald Publishing
10470042,,Research in Urban Sociology,,,Emerald Group Publishing Ltd.,Emerald Publishing
18750192,,Research in Urbanism Series,,,Technische Universiteit Delft/Delft University of Technology,Technische Universiteit Delft/Delft University of Technology
14798387,,Research Methodology in Strategy and Management,,,Emerald Group Publishing Ltd.,Emerald Publishing
18763111,,Research on Chrysomelidae,,,Brill,Brill
10492585,,Research on Economic Inequality,,,Emerald Group Publishing Ltd.,Emerald Publishing
17469791,,Research on Emotion in Organizations,,,Emerald Group Publishing Ltd.,Emerald Publishing
15340856,,Research on Managing Groups and Teams,,,Emerald Group Publishing Ltd.,Emerald Publishing
15740765,,Research on Professional Responsibility and Ethics in Accounting,,,Emerald Group Publishing Ltd.,Emerald Publishing
7371071,,"Research on Technological Innovation, Management and Policy",,,Emerald Group Publishing Ltd.,Emerald Publishing
21967806,21967814,Research Topics in Wind Energy,,,Springer International Publishing AG,Springer Nature
24780510,24780529,Resource Recovery and Reuse,,,International Water Management Institute,International Water Management Institute
801844,,Results and Problems in Cell Differentiation,,,Springer Verlag,Springer Nature
17593735,2752857X,Rethinking Peace and Conflict Studies,,,Palgrave Macmillan Ltd.,Springer Nature
27528588,27528596,Rethinking Political Violence,,,Palgrave Macmillan Ltd.,Springer Nature
15486435,,Review of Marketing Research,,,Emerald Group Publishing Ltd.,Emerald Publishing
15296466,19432666,Reviews in Mineralogy and Geochemistry,,,Mineralogical Society of America,Mineralogical Society of America
1795953,,Reviews of Environmental Contamination and Toxicology,Formerly known as,Residue Reviews,Springer Verlag,Springer Nature
1557234X,,Reviews of Human Factors and Ergonomics,,,SAGE Publications Inc.,SAGE
3034240,,Reviews of Physiology Biochemistry and Pharmacology,Formerly known as,"Ergebnisse der Physiologie, biologischen Chemie und experimentellen Pharmakologie",Springer Verlag,Springer Nature
352292,,Revue de Esthetique,,,Presses Universitaires de France,Presses Universitaires de France
379212,,Revue Francaise d'Histoire du Livre,,,Librairie Droz SA,Librairie Droz SA
1693107,,Rheology Series,,,Elsevier B.V.,Elsevier
22110844,,RILEM Bookseries,,,Springer Science + Business Media,Springer Nature
2213204X,22132031,RILEM State-of-the-Art Reports,,,Springer Science + Business Media,Springer Nature
355607,,Risorgimento,,,Edizioni Comune di Milano Amici del Museo del Risorgimento,Edizioni Comune di Milano Amici del Museo del Risorgimento
18277365,,Rivista di Storia del Christianesimo,,,Editrice Morcelliana,Editrice Morcelliana
21979731,21979758,RNA Technologies,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
1574552X,,Romance Languages and Linguistic Theory,,,John Benjamins Publishing Company,John Benjamins Publishing Company
20419732,,RSC Analytical Spectroscopy Series,,,Royal Society of Chemistry,Royal Society of Chemistry
17577152,,RSC Biomolecular Sciences,,,Royal Society of Chemistry,Royal Society of Chemistry
17576725,,RSC Catalysis Series,,,Royal Society of Chemistry,Royal Society of Chemistry
17577055,,RSC Chromatography Monographs,,,Royal Society of Chemistry,Royal Society of Chemistry
20523068,,RSC Detection Science,,,Royal Society of Chemistry,Royal Society of Chemistry
20413203,,RSC Drug Discovery Series,,,Royal Society of Chemistry,Royal Society of Chemistry
20440774,,RSC Energy and Environment Series,,,Royal Society of Chemistry,Royal Society of Chemistry
17577098,17577101,RSC Food Analysis Monographs,,,Royal Society of Chemistry,Royal Society of Chemistry
17577039,,RSC Green Chemistry,,,Royal Society of Chemistry,Royal Society of Chemistry
2045547X,,RSC Metallobiology,,,Royal Society of Chemistry,Royal Society of Chemistry
17577136,,RSC Nanoscience and Nanotechnology,,,Royal Society of Chemistry,Royal Society of Chemistry
20440790,20440804,RSC Polymer Chemistry Series,,,Royal Society of Chemistry,Royal Society of Chemistry
20460066,,RSC Smart Materials,,,Royal Society of Chemistry,Royal Society of Chemistry
20487681,2048769X,RSC Soft Matter,,,Royal Society of Chemistry,Royal Society of Chemistry
20413181,,RSC Theoretical and Computational Chemistry Series,,,Royal Society of Chemistry,Royal Society of Chemistry
22114610,22114629,Rulers and Elites,,,Brill,Brill
18777791,,Russian History and Culture,,,Brill Academic Publishers,Brill
18799027,18799035,Scholarly Communication,,,Brill,Brill
18754023,,"Science and Technology of Atomic, Molecular, Condensed Matter and Biological Systems",,,Elsevier B.V.,Elsevier
11732946,,Science for Conservation,,,New Zealand Department of Conservation - Science Publications,New Zealand Department of Conservation - Science Publications
14216329,22966080,Science Networks. Historical Studies,,,Springer Verlag,Springer Nature
25105469,25667297,Science of Synthesis,,,Georg Thieme Verlag,Thieme
25208594,25208608,"Science: Philosophy, History and Education",,,Springer Nature,Springer Nature
19045514,,"Scientia Danica, Series M: Mathematica et Physica",,,The Royal Danish Academy of Sciences,The Royal Danish Academy of Sciences
7792387,,Scripta Botanica Belgica,,,National Botanic Garden of Belgium,National Botanic Garden of Belgium
3344509,,Scripta Classica Israelica,,,Israel Society for the Promotion of Classical Studies,Israel Society for the Promotion of Classical Studies
21937648,,Second Language Learning and Teaching,,,Springer Science + Business Media,Springer Nature
18745997,,Sedimentary Basins of the World,,,Elsevier B.V.,Elsevier
21993041,2199305X,SEMA SIMAI Springer Series,,,Springer International Publishing AG,Springer Nature
1567200X,,Semeia Studies,,,Brill,Brill
808784,,Semiconductors and Semimetals,,,Elsevier Inc.,Elsevier
,,Seminars in Organic Synthesis,,,Springer Verlag,Springer Nature
18771718,,Separation Science and Technology,,,Elsevier Inc.,Elsevier
1060071X,,SEPM Special Publications,,,SEPM Society for Sedimentary Geology,SEPM Society for Sedimentary Geology
15723755,,Septuagint Commentary Series,,,Brill Academic Publishers,Brill
17934702,,"Series on Analysis, Applications and Computation",,,World Scientific Publishing Co. Pte Ltd,World Scientific
22511644,,Series on Chinese Economics Research,,,World Scientific Publishing Co. Pte Ltd,World Scientific
17931142,,Series on Concrete and Applicable Mathematics,,,World Scientific Publishing Co.,World Scientific
17930847,,Series on Contemporary China,,,World Scientific Publishing Co. Pte Ltd,World Scientific
2199769,,Series on Knots and Everything,,,World Scientific Publishing Co. Pte Ltd,World Scientific
17933161,,Series on Number Theory and Its Applications,,,World Scientific Publishing Co.,World Scientific
809152,,Shakespeare Survey,,,Cambridge University Press,Cambridge University Press
3786080,,Side Effects of Drugs Annual,,,Elsevier B.V.,Elsevier
18604862,18604870,Signals and Communication Technology,,,Springer International Publishing AG,Springer Nature
14577356,,Silva Fennica Monographs,Formerly known as,Acta Forestalia Fennica,Finnish Society of Forest Science,Finnish Society of Forest Science
1699563,,Sinica Leidensia,,,Brill Academic Publishers,Brill
15701484,,Sir Henry Wellcome Asian Series,,,Brill Academic Publishers,Brill
16524772,20019866,Sjuttonhundratal,,,Swedish Society for Eighteenth-Century Studies,Swedish Society for Eighteenth-Century Studies
21903018,,"Smart Innovation, Systems and Technologies",,,Springer Verlag,Springer Nature
21948402,21948410,"Smart Sensors, Measurement and Instrumentation",,,Springer International Publishing AG,Springer Nature
1572459X,,Social and Critical Theory,,,Brill Academic Publishers,Brill
15672794,,Social Sciences in Asia,,,Brill Academic Publishers,Brill
18797547,,Social Scientific Studies in Reform Era China,,,Brill,Brill
18712673,,Social Transformations in Chinese Societies,,,Taylor and Francis Ltd.,Taylor & Francis
13853376,,"Social, Economic and Political Studies of the Middle East and Asia",,,Brill Academic Publishers,Brill
7653697,,Societes,,,De Boeck,De Boeck
25112201,2511221X,Societies and Political Orders in Transition,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
15374661,,Sociological Studies of Children and Youth,,,Emerald Group Publishing Ltd.,Emerald Publishing
15216136,,"Sociology of Crime, Law, and Deviance",,,Emerald Group Publishing Ltd.,Emerald Publishing
1462611X,,Software Studies,,,WIT Press,WIT Press
18753507,,Solid Mechanics and its Applications,,,Springer Verlag,Springer Nature
16629779,,Solid State Phenomena,Formerly known as,Diffusion and Defect Data Pt.B: Solid State Phenomena,Scientific.net,Scientific.net
811947,,Solid State Physics: Advances in Research and Applications,,,Elsevier Inc.,Elsevier
22111107,22111115,Sophia Studies in Cross-cultural Philosophy of Traditions and Cultures,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
21968810,21968829,Sources and Studies in the History of Mathematics and Physical Sciences,,,Springer Science and Business Media B.V.,Springer Nature
15708721,,Sources for African History,,,Brill Academic Publishers,Brill
16143515,,Soviet and Post-Soviet Politics and Society,,,Ibidem Verlag,Ibidem Verlag
721077,,Special Paper of the Geological Society of America,,,Geological Society of America,Geological Society of America
386804,,Special Papers in Palaeontology,,,Wiley-Blackwell,Wiley-Blackwell
17508207,,Special Publications of IAVCEI,,,Geological Society,Geological Society
19368526,,Special Topics in Primatology,,,Elsevier Ltd,Elsevier
5848555,,Spectroscopic Properties of Inorganic and Organometallic Compounds,,,Royal Society of Chemistry,Royal Society of Chemistry
3059979,,SPR Electrochemistry,,,Royal Society of Chemistry,Royal Society of Chemistry
20493541,2049355X,SPR Nanoscience,,,Royal Society of Chemistry,Royal Society of Chemistry
18691730,18691749,Springer Aerospace Technology,,,Springer Nature,Springer Nature
23520698,23520701,Springer Climate,,,Springer International Publishing AG,Springer Nature
2194315X,21943168,Springer Geography,,,Springer Nature,Springer Nature
21979545,21979553,Springer Geology,,,Springer International Publishing AG,Springer Nature
25228692,25228706,Springer Handbooks,,,Springer Nature Switzerland AG,Springer Nature
2281518X,22815198,Springer INdAM Series,,,Springer International Publishing AG,Springer Nature
14397382,,Springer Monographs in Mathematics,,,Springer Science + Business Media,Springer Nature
19316828,19316836,Springer Optimization and Its Applications,,,Springer International Publishing AG,Springer Nature
2524342X,25243438,Springer Proceedings in Earth and Environmental Sciences,,,Springer Nature,Springer Nature
26623161,2662317X,Springer Proceedings in Materials,,,Springer Nature,Springer Nature
14370387,,Springer Series in Advanced Microelectronics,,,Springer Verlag,Springer Nature
21991030,21991049,Springer Series in Astrostatistics,,,Springer International Publishing AG,Springer Nature
21950644,21950652,Springer Series in Biomaterials Science and Engineering,,,Springer Singapore,Springer Nature
1726218,,Springer Series in Chemical Physics,,,Springer Verlag,Springer Nature
26618184,26618192,Springer Series in Design and Innovation,,,Springer Nature,Springer Nature
18668755,,Springer Series in Geomechanics and Geoengineering,,,Springer Verlag,Springer Nature
0933033X,,Springer Series in Materials Science,,,Springer Verlag,Springer Nature
14318598,21971773,Springer Series in Operations Research and Financial Engineering,,,Springer Nature Switzerland AG,Springer Nature
3424111,,Springer Series in Optical Sciences,,,Springer Verlag,Springer Nature
16147839,2196999X,Springer Series in Reliability Engineering,,,Springer Science + Business Media,Springer Nature
1711873,,Springer Series in Solid-State Sciences,,,Springer Verlag,Springer Nature
23656395,23656409,Springer Series in Supply Chain Management,,,Springer Nature,Springer Nature
9315195,,Springer Series in Surface Sciences,,,Springer Science + Business Media,Springer Nature
21959056,21959064,Springer Series on Cultural Computing,,,Springer International Publishing AG,Springer Nature
18772560,22151990,Springer Series on Demographic Methods and Population Analysis,,,Springer Science and Business Media B.V.,Springer Nature
18662609,18662617,Springer Topics in Signal Processing,,,Springer Science and Business Media B.V.,Springer Nature
16107438,1610742X,Springer Tracts in Advanced Robotics,,,Springer Verlag,Springer Nature
2366259X,23662603,Springer Tracts in Civil Engineering,,,Springer International Publishing AG,Springer Nature
21959862,21959870,Springer Tracts in Mechanical Engineering,,,Springer International Publishing AG,Springer Nature
813869,16150430,Springer Tracts in Modern Physics,,,Springer Verlag,Springer Nature
21948119,21948127,Springer Tracts on Transportation and Traffic,,,Springer International Publishing AG,Springer Nature
23646934,23648198,Springer Water,,,Springer Nature,Springer Nature
2191530X,21915318,SpringerBriefs in Applied Sciences and Technology,,,Springer Verlag,Springer Nature
21961670,21961689,SpringerBriefs in Applied Sciences and Technology: Nanoscience and Nanotechnology,,,Springer Singapore,Springer Nature
21976740,21976759,SpringerBriefs in Applied Sciences and Technology: Nanotheranostics,,,Springer Nature Switzerland AG,Springer Nature
18616623,21924910,SpringerBriefs in Archaeology,,,Springer Nature Switzerland AG,Springer Nature
2199580X,21995818,SpringerBriefs in Architectural Design and Technology,,,Springer Singapore,Springer Nature
21915768,21915776,SpringerBriefs in Computer Science,,,Springer Nature Switzerland AG,Springer Nature
21926786,21926794,"SpringerBriefs in Control, Automation and Robotics",,,Springer Nature Switzerland AG,Springer Nature
22118101,2211811X,SpringerBriefs in Ethics,,,Springer Nature Switzerland AG,Springer Nature
22114564,22114572,SpringerBriefs in History of Science and Technology,,,Springer Nature,Springer Nature
21970009,21970017,SpringerBriefs in Linguistics,,,Springer Nature Switzerland AG,Springer Nature
21921091,21921105,SpringerBriefs in Materials,,,Springer,Springer Nature
21971757,21971765,SpringerBriefs in Mathematical Physics,,,Springer International Publishing AG,Springer Nature
21918198,21918201,SpringerBriefs in Mathematics,,,Springer Science and Business Media B.V.,Springer Nature
25094335,25094343,SpringerBriefs in Open and Distance Education,,,Springer Science and Business Media B.V.,Springer Nature
25093126,25093134,SpringerBriefs in Petroleum Geoscience and Engineering,,,Springer Nature,Springer Nature
22114548,22114556,SpringerBriefs in Philosophy,,,Springer Science and Business Media B.V.,Springer Nature
23654333,23654341,SpringerBriefs in Probability and Mathematical Statistics,,,Springer Nature,Springer Nature
21923698,21923701,SpringerBriefs in Public Health,,,Springer Nature Switzerland AG,Springer Nature
21920427,21920435,SpringerBriefs in Regional Science,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
25105035,25105043,SpringerBriefs in Religious Studies,,,Springer Nature Switzerland AG,Springer Nature
2191737X,21917388,SpringerBriefs in Speech Technology,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
2211937X,22119388,SpringerBriefs on Key Thinkers in Education,,,Springer Science and Business Media B.V.,Springer Nature
26335964,26335972,St Antony's Series,,,Palgrave Macmillan Ltd.,Springer Nature
23638516,23638524,Static and Dynamic Game Theory: Foundations and Applications,,,Birkhauser Verlag Basel,Springer Nature
2520193X,25201948,"STEAM-H: Science, Technology, Engineering, Agriculture, Mathematics and Health",,,Springer Nature Switzerland AG,Springer Nature
18746004,,Strategies and Tactics in Organic Synthesis,,,Elsevier Inc.,Elsevier
2522560X,25225618,Structural Integrity,,,Springer Nature Switzerland AG,Springer Nature
815993,,Structure and Bonding,,,Springer Verlag,Springer Nature
14626055,,Structures and Materials,,,WIT Press,WIT Press
816426,,Studia Geological Polonica,,,Polska Akademia Nauk,Polska Akademia Nauk
1698125,,Studia in Veteris Testamenti Pseudepigrapha,,,Brill Academic Publishers,Brill
2215004,,Studia Iranica,,,Peeters Publishers,Peeters Publishers
18766153,,Studia Judaeoslavica,,,Brill Academic Publishers,Brill
803987,,Studia Missionalia,,,Universita Gregoriana Editrice,Universita Gregoriana Editrice
393258,,Studia Monastica,,,Abadia de Montserrat,Abadia de Montserrat
816825,,Studia Philosophica,,,Verlag fur Recht und Gesellschaft AG (VRG),Verlag fur Recht und Gesellschaft AG (VRG)
1699717,,Studia Post Biblica,,,Brill Academic Publishers,Brill
816914,,Studia Semitica Neerlandica,,,Brill Academic Publishers,Brill
1698028,,Studien und Texte zur Geistesgeschichte des Mittelalters,,,Brill Academic Publishers,Brill
14361914,,Studien zur Romanischen Sprachwissenschaft und Interkulturellen Kommunikation,,,Peter Lang Publishing Group,Peter Lang Publishing Group
9251421,,Studies in ancient medicine,,,Brill Academic Publishers,Brill
13837281,18798322,Studies in Applied Electromagnetics and Mechanics,,,IOS Press,IOS Press
9225382,,Studies in Applied Mechanics,,,Elsevier B.V.,Elsevier
21926255,21926263,"Studies in Applied Philosophy, Epistemology and Rational Ethics",,,Springer International Publishing AG,Springer Nature
1380782X,,Studies in Asian Art and Archaeology,,,Brill Academic Publishers,Brill
1979922,,Studies in Avian Biology,,,"Cooper Ornithological Society, Inc.","Cooper Ornithological Society, Inc."
21976503,21976511,Studies in Big Data,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
9281533,,Studies in Bilingualism,,,John Benjamins Publishing Company,John Benjamins Publishing Company
15734536,2468399X,Studies in Brain and Mind,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
15471217,,Studies in Central European Histories,,,Brill Academic Publishers,Brill
27316467,27316475,Studies in Childhood and Youth,,,Palgrave Macmillan Ltd.,Springer Nature
18795382,,Studies in Chinese Language and Discourse,,,John Benjamins Publishing Company,John Benjamins Publishing Company
9249389,,Studies in Christian Mission,,,Brill Academic Publishers,Brill
4242084,20590644,Studies in Church History,,,Cambridge University Press,Cambridge University Press
1860949X,18609503,Studies in Computational Intelligence,,,Springer Verlag,Springer Nature
1570579X,,Studies in Computational Mathematics,,,Elsevier B.V.,Elsevier
9243542,,Studies in Computer Science and Artificial Intelligence,,,Elsevier B.V.,Elsevier
18752470,,Studies in Contemporary Phenomenology,,,Brill Academic Publishers,Brill
15734234,,Studies in Critical Social Sciences,,,Brill Academic Publishers,Brill
27313921,2731393X,Studies in Diplomacy and International Relations,,,Palgrave Macmillan Ltd.,Springer Nature
22131051,,Studies in East Asian Security and International Relations,,,Brill Academic Publishers,Brill
23641797,23641800,Studies in Economic History,,,Springer Nature Switzerland AG,Springer Nature
1529210X,,Studies in Educational Ethnography,,,Emerald Group Publishing Ltd.,Emerald Publishing
18750451,,Studies in EU External Relations,,,Brill,Brill
13857916,,Studies in Functional and Structural Linguistics,,,John Benjamins Publishing Company,John Benjamins Publishing Company
14349922,,Studies in Fuzziness and Soft Computing,,,Springer Verlag,Springer Nature
15714764,25429868,Studies in German Idealism,,,Springer Nature Switzerland AG,Springer Nature
18710409,18711456,Studies in Global Justice,,,Springer Nature Switzerland AG,Springer Nature
18746705,,Studies in Global Social History,,,Brill,Brill
9269630,,Studies in Health Technology and Informatics,,,IOS Press,IOS Press
18717381,22151958,Studies in History and Philosophy of Science(Netherlands),,,Springer Science and Business Media B.V.,Springer Nature
26346656,26346664,Studies in Humanism and Atheism,,,Palgrave Macmillan Ltd.,Springer Nature
20555377,,Studies in Information,Formerly known as,Library and Information Science,Emerald Group Publishing Ltd.,Emerald
1693158,,Studies in Inorganic Chemistry,,,Elsevier B.V.,Elsevier
18769861,,Studies in Intercultural Human Rights,,,Brill,Brill
13837303,,Studies in Interface Science,,,Elsevier B.V.,Elsevier
22102140,,Studies in International Minority and Group Rights,,,Brill,Brill
13841130,,Studies in Islamic Law and Society,,,Brill Academic Publishers,Brill
15685004,,Studies in Jewish History and Culture,,,Brill,Brill
18793983,,Studies in Language and Social Interaction,,,John Benjamins Publishing Company,John Benjamins Publishing Company
1657763,,Studies in Language Companion Series,,,John Benjamins Publishing Company,John Benjamins Publishing Company
18729592,,Studies in Language Variation,,,John Benjamins Publishing Company,John Benjamins Publishing Company
10594337,,Studies in Law Politics and Society,,,Emerald Group Publishing Ltd.,Emerald Publishing
9244662,2215034X,Studies in Linguistics and Philosophy,,,Springer Science and Business Media B.V.,Springer Nature
15702464,,Studies in Logic and Practical Reasoning,,,North-Holland Publ Co,Elsevier
0049237X,,Studies in Logic and the Foundations of Mathematics,,,North-Holland Publ Co,Elsevier
0860150X,,"Studies in Logic, Grammar and Rhetoric",,,University of Bialystok,University of Bialystok
14793512,,Studies in Managerial and Financial Accounting,,,Emerald Group Publishing Ltd.,Emerald Publishing
9258582,,Studies in Mathematical Physics,,,Elsevier B.V.,Elsevier
1682024,,Studies in Mathematics and its Applications,,,North-Holland Publ Co,Elsevier
18682006,18682014,"Studies in Mechanobiology, Tissue Engineering and Biomaterials",,,Springer Nature Switzerland AG,Springer Nature
15734188,,Studies in Medieval and Reformation Traditions,,,Brill,Brill
22112014,,Studies in Moral Philosophy,,,Brill,Brill
15710831,,Studies in Multidisciplinarity,,,Elsevier B.V.,Elsevier
9244670,22150358,Studies in Natural Language and Linguistic Theory,,,Springer Science and Business Media B.V.,Springer Nature
15725995,,Studies in Natural Products Chemistry,,,Elsevier B.V.,Elsevier
1653253,,Studies in Organic Chemistry,,,Elsevier B.V.,Elsevier
22103554,,Studies in Persian Cultural History,,,Brill Academic Publishers,Brill
1543995X,,Studies in Philo of Alexandria,,,Brill,Brill
1676881,,Studies in Physical and Theoretical Chemistry,,,Elsevier B.V.,Elsevier
9283420,,Studies in Plant Science,,,Elsevier B.V.,Elsevier
1871188X,,"Studies in Platonism, Neoplatonism, and the Platonic Tradition",,,Brill,Brill
1750368X,,Studies in Pragmatics,,,Brill,Brill
20516630,20516649,Studies in Public and Non-Profit Governance,,,Emerald Group Publishing Ltd.,Emerald Publishing
9244700,27315258,Studies in Public Choice,,,Springer Nature,Springer Nature
10423192,,Studies in Qualitative Methodology,,,Emerald Group Publishing Ltd.,Emerald Publishing
15714799,,Studies in Reformed Theology,,,Brill,Brill
18773192,,Studies in Religion and the Arts,,,Brill,Brill
18717829,,"Studies in Religion, Secular Beliefs and Human Rights",,,Brill,Brill
818461,,Studies in Semitic Languages and Linguistics,,,Brill,Brill
18717659,,Studies in Space Law,,,Brill,Brill
18685307,18685315,Studies in Space Policy,,,Springer Nature Switzerland AG,Springer Nature
1672991,,Studies in Surface Science and Catalysis,,,Elsevier B.V.,Elsevier
1632396,,Studies in Symbolic Interaction,,,Emerald Group Publishing Ltd.,Emerald Publishing
18761518,,Studies in Systematic Theology,,,Brill,Brill
21984182,21984190,"Studies in Systems, Decision and Control",,,Springer International Publishing AG,Springer Nature
22132570,,Studies in Territorial and Cultural Diversity Governance,,,Brill,Brill
15701336,,Studies in the Aramaic Interpretation of Scripture,,,Brill Academic Publishers,Brill
14793504,,Studies in the Development of Accounting Thought,,,Emerald Group Publishing Ltd.,Emerald Publishing
9282017,,Studies in the History and Philosophy of Mathematics,,,North-Holland Publ Co,Elsevier
18779808,,Studies in the History and Society of the Maghrib,,,Brill,Brill
18779425,,Studies in the History of Chinese Texts,,,Brill,Brill
15735664,,Studies in the History of Christian Traditions,,,Brill,Brill
15735834,25429922,Studies in the History of Philosophy of Mind,,,Springer Nature,Springer Nature
18736548,,Studies in the History of Political Thought,,,Brill,Brill
25429094,25429108,Studies in the Philosophy of Sociality,,,Springer Nature,Springer Nature
25247441,2524745X,Studies in the Political Economy of Public Policy,,,Palgrave Macmillan Ltd.,Springer Nature
1566208X,,Studies in Theology and Religion,,,Brill,Brill
21947767,21947775,"Studies in Theoretical and Applied Statistics, Selected Papers of the Statistical Societies",,,Springer International Publishing AG,Springer Nature
18730043,22151788,Studies in Theoretical Psycholinguistics,,,Springer Nature,Springer Nature
22970282,22970290,Studies in Universal Logic,,,Springer Nature Switzerland AG,Springer Nature
23653817,,Studies in World Literature,,,Ibidem Verlag,Ibidem Verlag
15726304,,Studies in Writing,,,Brill Academic Publishers,Brill
1699814,,Studies of Religion in Africa,,,Brill,Brill
25112023,25112031,"Studies on Entrepreneurship, Structural Change and Industrial Dynamics",,,Springer Nature,Springer Nature
22104739,,Studies on the Children of Abraham,,,Brill,Brill
18770029,,"Studies on the Interaction of Art, Thought and Power",,,Brill,Brill
15749088,,Studies on the Law of Treaties,,,Brill,Brill
1699962,,Studies on the Texts of the Desert of Judah,,,Brill,Brill
1709704,,Study of Time,,,Brill,Brill
